 -0.199655E+03  0.856473E-16 -0.103693E-15
 -0.199000E+03  0.223099E-15 -0.375986E-15
 -0.198345E+03  0.469117E-15 -0.509962E-15
 -0.198000E+03  0.682233E-15 -0.543144E-15
 -0.197655E+03  0.819451E-15 -0.482597E-15
 -0.197000E+03  0.465152E-15 -0.509090E-15
 -0.196345E+03 -0.636872E-15 -0.106516E-14
 -0.196000E+03 -0.126048E-14 -0.151183E-14
 -0.195655E+03 -0.166948E-14 -0.204502E-14
 -0.195000E+03 -0.177748E-14 -0.311732E-14
 -0.194345E+03 -0.131014E-14 -0.319029E-14
 -0.194000E+03 -0.885024E-15 -0.286550E-14
 -0.193655E+03 -0.400215E-15 -0.227741E-14
 -0.193000E+03  0.107296E-15 -0.113631E-14
 -0.192345E+03  0.304316E-15 -0.533554E-15
 -0.192000E+03  0.311871E-15 -0.470993E-15
 -0.191655E+03  0.140052E-15 -0.614307E-15
 -0.191000E+03  0.431695E-17 -0.132673E-14
 -0.190345E+03  0.472770E-15 -0.209426E-14
 -0.190000E+03  0.698401E-15 -0.246307E-14
 -0.189655E+03  0.859524E-15 -0.253325E-14
 -0.189000E+03  0.891362E-15 -0.215869E-14
 -0.188345E+03  0.926116E-15 -0.138124E-14
 -0.188000E+03  0.118535E-14 -0.831457E-15
 -0.187655E+03  0.119122E-14 -0.531489E-15
 -0.187000E+03  0.110975E-14 -0.384541E-15
 -0.186345E+03  0.123168E-14 -0.480849E-15
 -0.186000E+03  0.142687E-14 -0.431525E-15
 -0.185655E+03  0.173848E-14 -0.348060E-15
 -0.185000E+03  0.206019E-14  0.279594E-15
 -0.184345E+03  0.160508E-14  0.113157E-14
 -0.184000E+03  0.104411E-14  0.164355E-14
 -0.183655E+03  0.493642E-15  0.178097E-14
 -0.183000E+03 -0.200754E-15  0.155311E-14
 -0.182345E+03 -0.494909E-15  0.114755E-14
 -0.182000E+03 -0.707067E-15  0.959515E-15
 -0.181655E+03 -0.108030E-14  0.105308E-14
 -0.181000E+03 -0.131472E-14  0.128451E-14
 -0.180345E+03 -0.822764E-15  0.141894E-14
 -0.180000E+03 -0.624879E-15  0.130649E-14
 -0.179655E+03 -0.467493E-15  0.108899E-14
 -0.179000E+03 -0.224186E-15  0.305407E-15
 -0.178345E+03 -0.240390E-15 -0.435941E-15
 -0.178000E+03 -0.352885E-15 -0.769743E-15
 -0.177655E+03 -0.496997E-15 -0.876485E-15
 -0.177000E+03 -0.957836E-15 -0.373846E-15
 -0.176345E+03 -0.137727E-14  0.253584E-15
 -0.176000E+03 -0.122979E-14  0.536402E-15
 -0.175655E+03 -0.772321E-15  0.385335E-15
 -0.175000E+03  0.536471E-15  0.606045E-16
 -0.174345E+03  0.185118E-14 -0.745460E-15
 -0.174000E+03  0.251542E-14 -0.104776E-14
 -0.173655E+03  0.303394E-14 -0.126879E-14
 -0.173000E+03  0.300455E-14 -0.153107E-14
 -0.172345E+03  0.174630E-14 -0.131326E-14
 -0.172000E+03  0.125091E-14 -0.107958E-14
 -0.171655E+03  0.689891E-15 -0.691766E-15
 -0.171000E+03 -0.147261E-15 -0.245006E-15
 -0.170345E+03 -0.105207E-15 -0.104086E-15
 -0.170000E+03  0.146394E-16  0.130209E-15
 -0.169655E+03  0.273201E-16  0.345257E-15
 -0.169000E+03  0.552367E-16  0.713864E-15
 -0.168345E+03  0.466557E-15  0.996560E-15
 -0.168000E+03  0.449176E-15  0.112543E-14
 -0.167655E+03  0.345322E-15  0.104424E-14
 -0.167000E+03  0.155977E-15  0.606903E-15
 -0.166345E+03 -0.631104E-15  0.604970E-15
 -0.166000E+03 -0.109204E-14  0.713244E-15
 -0.165655E+03 -0.142148E-14  0.619175E-15
 -0.165000E+03 -0.152467E-14  0.323752E-15
 -0.164345E+03 -0.734106E-15 -0.218024E-15
 -0.164000E+03 -0.289239E-15 -0.479824E-15
 -0.163655E+03  0.451742E-16 -0.689701E-15
 -0.163000E+03 -0.178620E-15 -0.698280E-15
 -0.162345E+03 -0.938419E-15 -0.212013E-15
 -0.162000E+03 -0.115546E-14  0.412779E-15
 -0.161655E+03 -0.139837E-14  0.120199E-14
 -0.161000E+03 -0.147697E-14  0.267918E-14
 -0.160345E+03 -0.174135E-14  0.343231E-14
 -0.160000E+03 -0.186986E-14  0.357224E-14
 -0.159655E+03 -0.193522E-14  0.362206E-14
 -0.159000E+03 -0.130286E-14  0.339312E-14
 -0.158345E+03 -0.561742E-15  0.296870E-14
 -0.158000E+03 -0.519869E-15  0.271005E-14
 -0.157655E+03 -0.628765E-15  0.239972E-14
 -0.157000E+03 -0.521242E-15  0.158882E-14
 -0.156345E+03 -0.657688E-17  0.532248E-15
 -0.156000E+03  0.246032E-15 -0.301885E-16
 -0.155655E+03  0.383583E-15 -0.398949E-15
 -0.155000E+03  0.687377E-15 -0.349447E-15
 -0.154345E+03  0.112910E-14  0.297348E-15
 -0.154000E+03  0.153465E-14  0.757429E-15
 -0.153655E+03  0.189829E-14  0.101308E-14
 -0.153000E+03  0.240013E-14  0.106996E-14
 -0.152345E+03  0.295692E-14  0.981568E-15
 -0.152000E+03  0.307494E-14  0.650510E-15
 -0.151655E+03  0.281000E-14  0.443981E-15
 -0.151000E+03  0.174825E-14  0.298047E-15
 -0.150345E+03  0.118984E-15  0.677502E-15
 -0.150000E+03 -0.718926E-15  0.965572E-15
 -0.149655E+03 -0.132638E-14  0.116778E-14
 -0.149000E+03 -0.188134E-14  0.139823E-14
 -0.148345E+03 -0.168198E-14  0.127895E-14
 -0.148000E+03 -0.173136E-14  0.991229E-15
 -0.147655E+03 -0.171388E-14  0.447428E-15
 -0.147000E+03 -0.164459E-14 -0.211366E-15
 -0.146345E+03 -0.139986E-14 -0.391989E-15
 -0.146000E+03 -0.141495E-14 -0.405708E-15
 -0.145655E+03 -0.143210E-14 -0.388759E-15
 -0.145000E+03 -0.102937E-14 -0.348001E-15
 -0.144345E+03 -0.123956E-14 -0.198790E-15
 -0.144000E+03 -0.129471E-14 -0.215838E-15
 -0.143655E+03 -0.141525E-14 -0.219673E-15
 -0.143000E+03 -0.202425E-14 -0.197017E-15
 -0.142345E+03 -0.200319E-14  0.563677E-16
 -0.142000E+03 -0.155416E-14  0.332692E-15
 -0.141655E+03 -0.105384E-14  0.376928E-15
 -0.141000E+03 -0.251703E-15 -0.690608E-16
 -0.140345E+03  0.950255E-15 -0.625866E-15
 -0.140000E+03  0.123337E-14 -0.772307E-15
 -0.139655E+03  0.112464E-14 -0.934251E-15
 -0.139000E+03 -0.363590E-16 -0.987877E-15
 -0.138345E+03 -0.149709E-14 -0.334302E-15
 -0.138000E+03 -0.187944E-14  0.341984E-16
 -0.137655E+03 -0.167908E-14  0.429089E-15
 -0.137000E+03 -0.114935E-14  0.770521E-15
 -0.136345E+03 -0.982081E-15  0.514038E-15
 -0.136000E+03 -0.858687E-15  0.305640E-15
 -0.135655E+03 -0.106905E-14  0.131518E-15
 -0.135000E+03 -0.137422E-14 -0.195317E-15
 -0.134345E+03 -0.129864E-14 -0.160575E-15
 -0.134000E+03 -0.113121E-14 -0.192436E-16
 -0.133655E+03 -0.904099E-15  0.178020E-15
 -0.133000E+03 -0.450035E-15  0.512047E-15
 -0.132345E+03  0.391271E-16  0.347377E-15
 -0.132000E+03  0.221342E-15  0.930565E-16
 -0.131655E+03 -0.193303E-16 -0.185261E-15
 -0.131000E+03 -0.739597E-15 -0.124388E-14
 -0.130345E+03 -0.847899E-15 -0.205540E-14
 -0.130000E+03 -0.447012E-15 -0.212537E-14
 -0.129655E+03  0.378772E-15 -0.202444E-14
 -0.129000E+03  0.191408E-14 -0.851103E-15
 -0.128345E+03  0.285127E-14  0.464630E-15
 -0.128000E+03  0.294312E-14  0.107006E-14
 -0.127655E+03  0.272828E-14  0.145550E-14
 -0.127000E+03  0.230758E-14  0.197484E-14
 -0.126345E+03  0.176413E-14  0.196383E-14
 -0.126000E+03  0.182267E-14  0.178820E-14
 -0.125655E+03  0.183522E-14  0.162904E-14
 -0.125000E+03  0.228136E-14  0.120332E-14
 -0.124345E+03  0.290058E-14  0.797412E-15
 -0.124000E+03  0.280543E-14  0.758487E-15
 -0.123655E+03  0.249878E-14  0.806318E-15
 -0.123000E+03  0.153241E-14  0.331047E-15
 -0.122345E+03  0.597950E-15 -0.247563E-15
 -0.122000E+03  0.229600E-15 -0.724571E-15
 -0.121655E+03  0.122830E-15 -0.133490E-14
 -0.121000E+03  0.366743E-15 -0.209495E-14
 -0.120345E+03  0.700750E-15 -0.218800E-14
 -0.120000E+03  0.845934E-15 -0.223885E-14
 -0.119655E+03  0.705990E-15 -0.239514E-14
 -0.119000E+03  0.413518E-16 -0.268240E-14
 -0.118345E+03 -0.817417E-15 -0.335480E-14
 -0.118000E+03 -0.938340E-15 -0.351398E-14
 -0.117655E+03 -0.735321E-15 -0.361886E-14
 -0.117000E+03 -0.286483E-15 -0.305406E-14
 -0.116345E+03  0.219955E-15 -0.213308E-14
 -0.116000E+03  0.468290E-15 -0.144518E-14
 -0.115655E+03  0.539417E-15 -0.637006E-15
 -0.115000E+03  0.111190E-15  0.175330E-15
 -0.114345E+03 -0.252174E-15  0.381049E-15
 -0.114000E+03 -0.462456E-15  0.586679E-17
 -0.113655E+03 -0.730227E-15 -0.502299E-15
 -0.113000E+03 -0.118870E-14 -0.161587E-14
 -0.112345E+03 -0.173126E-14 -0.230918E-14
 -0.112000E+03 -0.184715E-14 -0.234879E-14
 -0.111655E+03 -0.162998E-14 -0.217105E-14
 -0.111000E+03 -0.505024E-15 -0.145744E-14
 -0.110345E+03  0.115608E-14 -0.791165E-15
 -0.110000E+03  0.179160E-14 -0.524491E-15
 -0.109655E+03  0.212387E-14 -0.625885E-15
 -0.109000E+03  0.229631E-14 -0.569563E-15
 -0.108345E+03  0.218246E-14 -0.771800E-15
 -0.108000E+03  0.211477E-14 -0.775774E-15
 -0.107655E+03  0.202259E-14 -0.830603E-15
 -0.107000E+03  0.101714E-14 -0.564617E-15
 -0.106345E+03 -0.550619E-16 -0.486219E-15
 -0.106000E+03 -0.487353E-15 -0.388013E-15
 -0.105655E+03 -0.853058E-15 -0.150471E-15
 -0.105000E+03 -0.110037E-14 -0.158171E-15
 -0.104345E+03 -0.153092E-14 -0.339239E-15
 -0.104000E+03 -0.170020E-14 -0.474525E-15
 -0.103655E+03 -0.173300E-14 -0.452317E-15
 -0.103000E+03 -0.166724E-14 -0.762715E-15
 -0.102345E+03 -0.132165E-14 -0.134447E-14
 -0.102000E+03 -0.121561E-14 -0.158970E-14
 -0.101655E+03 -0.109188E-14 -0.171491E-14
 -0.101000E+03 -0.112466E-14 -0.153366E-14
 -0.100345E+03 -0.108557E-14 -0.797260E-15
 -0.100000E+03 -0.111023E-14 -0.418162E-15
 -0.996547E+02 -0.980558E-15 -0.282071E-15
 -0.990000E+02 -0.568977E-15 -0.310257E-15
 -0.983453E+02  0.750252E-16 -0.179452E-15
 -0.980000E+02  0.575118E-15 -0.117281E-15
 -0.976547E+02  0.968104E-15 -0.109278E-15
 -0.970000E+02  0.134679E-14 -0.331293E-15
 -0.963453E+02  0.100032E-14 -0.792703E-15
 -0.960000E+02  0.767180E-15 -0.111348E-14
 -0.956547E+02  0.490605E-15 -0.119047E-14
 -0.950000E+02 -0.200881E-15 -0.137630E-14
 -0.943453E+02 -0.496659E-15 -0.749992E-15
 -0.940000E+02 -0.633669E-15 -0.433018E-16
 -0.936547E+02 -0.735849E-15  0.676875E-15
 -0.930000E+02 -0.924910E-15  0.176596E-14
 -0.923453E+02 -0.146550E-14  0.178304E-14
 -0.920000E+02 -0.160999E-14  0.129795E-14
